field,date,product,volume,unit
SYGNA,2004-02-01,Oil,0.11198,mill_sm3
SYGNA,2004-03-01,Oil,0.11233,mill_sm3
SYGNA,2004-04-01,Oil,0.06109,mill_sm3
SYGNA,2004-05-01,Oil,0.08517,mill_sm3
SYGNA,2004-06-01,Oil,0.10184,mill_sm3
SYGNA,2004-07-01,Oil,0.10265,mill_sm3
SYGNA,2004-08-01,Oil,0.09639,mill_sm3
SYGNA,2004-09-01,Oil,0.09342,mill_sm3
SYGNA,2004-10-01,Oil,0.09261,mill_sm3
SYGNA,2004-11-01,Oil,0.08266,mill_sm3
SYGNA,2004-12-01,Oil,0.07983,mill_sm3
SYGNA,2005-01-01,Oil,0.0727,mill_sm3
SYGNA,2005-02-01,Oil,0.0571,mill_sm3
SYGNA,2005-03-01,Oil,0.07108,mill_sm3
SYGNA,2005-04-01,Oil,0.06594,mill_sm3
SYGNA,2005-05-01,Oil,0.06342,mill_sm3
SYGNA,2005-06-01,Oil,0.06041,mill_sm3
SYGNA,2005-07-01,Oil,0.06305,mill_sm3
SYGNA,2005-08-01,Oil,0.057,mill_sm3
SYGNA,2005-09-01,Oil,0.04845,mill_sm3
SYGNA,2005-10-01,Oil,0.04649,mill_sm3
SYGNA,2005-11-01,Oil,0.0429,mill_sm3
SYGNA,2005-12-01,Oil,0.04282,mill_sm3
SYGNA,2006-01-01,Oil,0.03999,mill_sm3
SYGNA,2006-02-01,Oil,0.03133,mill_sm3
SYGNA,2006-03-01,Oil,0.04016,mill_sm3
SYGNA,2006-04-01,Oil,0.04178,mill_sm3
SYGNA,2006-05-01,Oil,0.04023,mill_sm3
SYGNA,2006-06-01,Oil,0.00058,mill_sm3
SYGNA,2006-07-01,Oil,0.03238,mill_sm3
SYGNA,2006-08-01,Oil,0.02915,mill_sm3
SYGNA,2006-09-01,Oil,0.03196,mill_sm3
SYGNA,2006-10-01,Oil,0.03976,mill_sm3
SYGNA,2006-11-01,Oil,0.04288,mill_sm3
SYGNA,2006-12-01,Oil,0.04278,mill_sm3
SYGNA,2007-01-01,Oil,0.04035,mill_sm3
SYGNA,2007-02-01,Oil,0.03362,mill_sm3
SYGNA,2007-03-01,Oil,0.03158,mill_sm3
SYGNA,2007-04-01,Oil,0.02815,mill_sm3
SYGNA,2007-05-01,Oil,0.03162,mill_sm3
SYGNA,2007-06-01,Oil,0.03122,mill_sm3
SYGNA,2007-07-01,Oil,0.03305,mill_sm3
SYGNA,2007-08-01,Oil,0.03191,mill_sm3
SYGNA,2007-09-01,Oil,0.03229,mill_sm3
SYGNA,2007-10-01,Oil,0.0276,mill_sm3
SYGNA,2007-11-01,Oil,0.0268,mill_sm3
SYGNA,2007-12-01,Oil,0.02929,mill_sm3
SYGNA,2008-01-01,Oil,0.02958,mill_sm3
SYGNA,2008-02-01,Oil,0.0263,mill_sm3
SYGNA,2008-03-01,Oil,0.02658,mill_sm3
SYGNA,2008-04-01,Oil,0.00277,mill_sm3
SYGNA,2008-05-01,Oil,0.02641,mill_sm3
SYGNA,2008-06-01,Oil,0.02501,mill_sm3
SYGNA,2008-07-01,Oil,0.02673,mill_sm3
SYGNA,2008-08-01,Oil,0.02823,mill_sm3
SYGNA,2008-09-01,Oil,0.02648,mill_sm3
SYGNA,2008-10-01,Oil,0.02782,mill_sm3
SYGNA,2008-11-01,Oil,0.02526,mill_sm3
SYGNA,2008-12-01,Oil,0.02671,mill_sm3
